2023/12/31 03:57:35.147 Info   Starting JoyToKey v6.9.2
2023/12/31 03:57:35.774 Info   EnumDeviceObject: Axis offset=16 type=202 name=Curseur
2023/12/31 03:57:35.774 Info   EnumDeviceObject: Axis offset=20 type=602 name=Axe Z
2023/12/31 03:57:35.782 Info   Detected a DI joystick: Saitek Pro Flight X-56 Rhino Throttle, Saitek Pro Flight X-56 Rhino Throttle, A2210738, {9668D4B0-8C23-11ED-8001-444553540000}
2023/12/31 03:57:35.785 Info   numAxis = 8
2023/12/31 03:57:35.785 Info   numPOVs = 0
2023/12/31 03:57:35.785 Info   numButtons = 36
2023/12/31 03:57:35.785 Info   EnumDeviceObject: Axis offset=0 type=102 name=Axe Y
2023/12/31 03:57:35.785 Info   EnumDeviceObject: Axis offset=4 type=2 name=Axe X
2023/12/31 03:57:35.785 Info   EnumDeviceObject: Axis offset=8 type=202 name=Cadran
2023/12/31 03:57:35.785 Info   EnumDeviceObject: Axis offset=12 type=602 name=Curseur
2023/12/31 03:57:35.785 Info   EnumDeviceObject: Axis offset=16 type=402 name=Rotation Y
2023/12/31 03:57:35.785 Info   EnumDeviceObject: Axis offset=20 type=502 name=Rotation Z
2023/12/31 03:57:35.785 Info   EnumDeviceObject: Axis offset=24 type=302 name=Rotation X
2023/12/31 03:57:35.785 Info   EnumDeviceObject: Axis offset=28 type=702 name=Axe Z
2023/12/31 03:57:35.947 Info   Detected a DI joystick: LEFT VPC Throttle MT-50CM3, LEFT VPC Throttle MT-50CM3, 81973344, {5B6804D0-C35A-11ED-8004-444553540000}
2023/12/31 03:57:35.950 Info   numAxis = 6
2023/12/31 03:57:35.950 Info   numPOVs = 0
2023/12/31 03:57:35.950 Info   numButtons = 32
2023/12/31 03:57:35.950 Info   EnumDeviceObject: Axis offset=0 type=302 name=Rotation X
2023/12/31 03:57:35.950 Info   EnumDeviceObject: Axis offset=4 type=402 name=Rotation Y
2023/12/31 03:57:35.950 Info   EnumDeviceObject: Axis offset=8 type=502 name=Rotation Z
2023/12/31 03:57:35.950 Info   EnumDeviceObject: Axis offset=12 type=2 name=Axe X
2023/12/31 03:57:35.950 Info   EnumDeviceObject: Axis offset=16 type=102 name=Axe Y
2023/12/31 03:57:35.950 Info   EnumDeviceObject: Axis offset=20 type=202 name=Axe Z
2023/12/31 03:57:35.988 Info   Detected a DI joystick: LEFT VPC Throttle MT-50CM3, LEFT VPC Throttle MT-50CM3, 81973344, {205E81B0-9CCC-11EE-8002-444553540000}
2023/12/31 03:57:35.990 Info   numAxis = 0
2023/12/31 03:57:35.990 Info   numPOVs = 0
2023/12/31 03:57:35.990 Info   numButtons = 20
2023/12/31 03:57:36.018 Info   DetectJoysticks: Detected 6 DI joystick(s)
2023/12/31 03:57:36.019 Info   Joystick #1: RIGHT VPC Stick MT-50CM3
2023/12/31 03:57:36.019 Info   Joystick #4: LEFT VPC Throttle MT-50CM3
2023/12/31 03:57:36.019 Info   Joystick #2: LEFT VPC Stick MT-50CM3
2023/12/31 03:57:36.019 Info   Joystick #6: Saitek Pro Flight X-56 Rhino Throttle
2023/12/31 03:57:36.019 Info   Joystick #5: LEFT VPC Throttle MT-50CM3
2023/12/31 03:57:36.019 Info   Joystick #3: LEFT VPC Throttle MT-50CM3
2023/12/31 03:57:36.019 Info   6 joystick(s) are detected (Joystick.cpp#283)
2023/12/31 03:58:00.940 Info   Debug logging is disabled (PreferenceDlg.cpp#113)
2023/12/31 03:58:00.944 Info   Saving .ini file... (AppInfo.cpp#394)
2023/12/31 03:58:21.368 Info   Save config file "1  -Pilotage de Base-" (ConfigFileManager.cpp#425)
2023/12/31 03:58:41.935 Error  Failed to obtain the target window handle (Utils\Utils.cpp#350)
2023/12/31 03:58:41.935 Error  Accès refusé.
 (Utils\Utils.cpp#351)
2023/12/31 03:58:42.418 Error  Failed to obtain the target window handle (Utils\Utils.cpp#350)
2023/12/31 03:58:42.418 Error  Accès refusé.
 (Utils\Utils.cpp#351)
2023/12/31 03:58:42.541 Info   Detected a DI joystick: RIGHT VPC Stick MT-50CM3, RIGHT VPC Stick MT-50CM3, 43903344, {5D9FC1D0-C359-11ED-8001-444553540000}
2023/12/31 03:58:42.545 Info   numAxis = 6
2023/12/31 03:58:42.545 Info   numPOVs = 0
2023/12/31 03:58:42.545 Info   numButtons = 32
2023/12/31 03:58:42.545 Info   EnumDeviceObject: Axis offset=0 type=2 name=Axe X
2023/12/31 03:58:42.545 Info   EnumDeviceObject: Axis offset=4 type=102 name=Axe Y
2023/12/31 03:58:42.545 Info   EnumDeviceObject: Axis offset=8 type=402 name=Rotation Y
2023/12/31 03:58:42.545 Info   EnumDeviceObject: Axis offset=12 type=302 name=Rotation X
2023/12/31 03:58:42.545 Info   EnumDeviceObject: Axis offset=16 type=202 name=Curseur
2023/12/31 03:58:42.545 Info   EnumDeviceObject: Axis offset=20 type=602 name=Axe Z
2023/12/31 03:58:42.563 Info   Detected a DI joystick: LEFT VPC Stick MT-50CM3, LEFT VPC Stick MT-50CM3, 838F3344, {61853630-C355-11ED-8001-444553540000}
2023/12/31 03:58:42.565 Info   numAxis = 6
2023/12/31 03:58:42.565 Info   numPOVs = 0
2023/12/31 03:58:42.565 Info   numButtons = 32
2023/12/31 03:58:42.565 Info   EnumDeviceObject: Axis offset=0 type=2 name=Axe X
2023/12/31 03:58:42.565 Info   EnumDeviceObject: Axis offset=4 type=102 name=Axe Y
2023/12/31 03:58:42.565 Info   EnumDeviceObject: Axis offset=8 type=402 name=Rotation Y
2023/12/31 03:58:42.566 Info   EnumDeviceObject: Axis offset=12 type=302 name=Rotation X
2023/12/31 03:58:42.566 Info   EnumDeviceObject: Axis offset=16 type=202 name=Curseur
2023/12/31 03:58:42.566 Info   EnumDeviceObject: Axis offset=20 type=602 name=Axe Z
2023/12/31 03:58:42.573 Info   Detected a DI joystick: Saitek Pro Flight X-56 Rhino Throttle, Saitek Pro Flight X-56 Rhino Throttle, A2210738, {9668D4B0-8C23-11ED-8001-444553540000}
2023/12/31 03:58:42.576 Info   numAxis = 8
2023/12/31 03:58:42.576 Info   numPOVs = 0
2023/12/31 03:58:42.576 Info   numButtons = 36
2023/12/31 03:58:42.576 Info   EnumDeviceObject: Axis offset=0 type=102 name=Axe Y
2023/12/31 03:58:42.576 Info   EnumDeviceObject: Axis offset=4 type=2 name=Axe X
2023/12/31 03:58:42.576 Info   EnumDeviceObject: Axis offset=8 type=202 name=Cadran
2023/12/31 03:58:42.577 Info   EnumDeviceObject: Axis offset=12 type=602 name=Curseur
2023/12/31 03:58:42.577 Info   EnumDeviceObject: Axis offset=16 type=402 name=Rotation Y
2023/12/31 03:58:42.577 Info   EnumDeviceObject: Axis offset=20 type=502 name=Rotation Z
2023/12/31 03:58:42.577 Info   EnumDeviceObject: Axis offset=24 type=302 name=Rotation X
2023/12/31 03:58:42.577 Info   EnumDeviceObject: Axis offset=28 type=702 name=Axe Z
2023/12/31 03:58:42.790 Info   DetectJoysticks: Detected 3 DI joystick(s)
2023/12/31 03:58:42.794 Info   Joystick #1: RIGHT VPC Stick MT-50CM3
2023/12/31 03:58:42.794 Info   Joystick #2: LEFT VPC Stick MT-50CM3
2023/12/31 03:58:42.794 Info   Joystick #6: Saitek Pro Flight X-56 Rhino Throttle
2023/12/31 03:58:42.794 Info   3 joystick(s) are detected (Joystick.cpp#283)
2023/12/31 03:58:47.724 Info   Detected a DI joystick: LEFT VPC Throttle MT-50CM3, LEFT VPC Throttle MT-50CM3, 01973344, {0E2963A0-C498-11ED-8001-444553540000}
2023/12/31 03:58:47.725 Info   numAxis = 0
2023/12/31 03:58:47.725 Info   numPOVs = 0
2023/12/31 03:58:47.725 Info   numButtons = 7
2023/12/31 03:58:47.772 Info   Detected a DI joystick: RIGHT VPC Stick MT-50CM3, RIGHT VPC Stick MT-50CM3, 43903344, {5D9FC1D0-C359-11ED-8001-444553540000}
2023/12/31 03:58:47.775 Info   numAxis = 6
2023/12/31 03:58:47.775 Info   numPOVs = 0
2023/12/31 03:58:47.775 Info   numButtons = 32
2023/12/31 03:58:47.775 Info   EnumDeviceObject: Axis offset=0 type=2 name=Axe X
2023/12/31 03:58:47.775 Info   EnumDeviceObject: Axis offset=4 type=102 name=Axe Y
2023/12/31 03:58:47.775 Info   EnumDeviceObject: Axis offset=8 type=402 name=Rotation Y
2023/12/31 03:58:47.775 Info   EnumDeviceObject: Axis offset=12 type=302 name=Rotation X
2023/12/31 03:58:47.775 Info   EnumDeviceObject: Axis offset=16 type=202 name=Curseur
2023/12/31 03:58:47.775 Info   EnumDeviceObject: Axis offset=20 type=602 name=Axe Z
2023/12/31 03:58:47.793 Info   Detected a DI joystick: LEFT VPC Stick MT-50CM3, LEFT VPC Stick MT-50CM3, 838F3344, {61853630-C355-11ED-8001-444553540000}
2023/12/31 03:58:47.795 Info   numAxis = 6
2023/12/31 03:58:47.795 Info   numPOVs = 0
2023/12/31 03:58:47.795 Info   numButtons = 32
2023/12/31 03:58:47.795 Info   EnumDeviceObject: Axis offset=0 type=2 name=Axe X
2023/12/31 03:58:47.795 Info   EnumDeviceObject: Axis offset=4 type=102 name=Axe Y
2023/12/31 03:58:47.795 Info   EnumDeviceObject: Axis offset=8 type=402 name=Rotation Y
2023/12/31 03:58:47.795 Info   EnumDeviceObject: Axis offset=12 type=302 name=Rotation X
2023/12/31 03:58:47.795 Info   EnumDeviceObject: Axis offset=16 type=202 name=Curseur
2023/12/31 03:58:47.796 Info   EnumDeviceObject: Axis offset=20 type=602 name=Axe Z
2023/12/31 03:58:47.803 Info   Detected a DI joystick: Saitek Pro Flight X-56 Rhino Throttle, Saitek Pro Flight X-56 Rhino Throttle, A2210738, {9668D4B0-8C23-11ED-8001-444553540000}
2023/12/31 03:58:47.806 Info   numAxis = 8
2023/12/31 03:58:47.806 Info   numPOVs = 0
2023/12/31 03:58:47.806 Info   numButtons = 36
2023/12/31 03:58:47.806 Info   EnumDeviceObject: Axis offset=0 type=102 name=Axe Y
2023/12/31 03:58:47.806 Info   EnumDeviceObject: Axis offset=4 type=2 name=Axe X
2023/12/31 03:58:47.806 Info   EnumDeviceObject: Axis offset=8 type=202 name=Cadran
2023/12/31 03:58:47.807 Info   EnumDeviceObject: Axis offset=12 type=602 name=Curseur
2023/12/31 03:58:47.807 Info   EnumDeviceObject: Axis offset=16 type=402 name=Rotation Y
2023/12/31 03:58:47.807 Info   EnumDeviceObject: Axis offset=20 type=502 name=Rotation Z
2023/12/31 03:58:47.807 Info   EnumDeviceObject: Axis offset=24 type=302 name=Rotation X
2023/12/31 03:58:47.807 Info   EnumDeviceObject: Axis offset=28 type=702 name=Axe Z
2023/12/31 03:58:47.986 Info   Detected a DI joystick: LEFT VPC Throttle MT-50CM3, LEFT VPC Throttle MT-50CM3, 01973344, {0E29D8D0-C498-11ED-8002-444553540000}
2023/12/31 03:58:47.988 Info   numAxis = 0
2023/12/31 03:58:47.988 Info   numPOVs = 0
2023/12/31 03:58:47.988 Info   numButtons = 32
2023/12/31 03:58:47.992 Info   Detected a DI joystick: LEFT VPC Throttle MT-50CM3, LEFT VPC Throttle MT-50CM3, 01973344, {0EAF6CF0-9CB7-11EE-8001-444553540000}
2023/12/31 03:58:47.994 Info   numAxis = 6
2023/12/31 03:58:47.994 Info   numPOVs = 0
2023/12/31 03:58:47.994 Info   numButtons = 32
2023/12/31 03:58:47.995 Info   EnumDeviceObject: Axis offset=0 type=302 name=Rotation X
2023/12/31 03:58:47.995 Info   EnumDeviceObject: Axis offset=4 type=402 name=Rotation Y
2023/12/31 03:58:47.995 Info   EnumDeviceObject: Axis offset=8 type=502 name=Rotation Z
2023/12/31 03:58:47.995 Info   EnumDeviceObject: Axis offset=12 type=2 name=Axe X
2023/12/31 03:58:47.995 Info   EnumDeviceObject: Axis offset=16 type=102 name=Axe Y
2023/12/31 03:58:47.995 Info   EnumDeviceObject: Axis offset=20 type=202 name=Axe Z
2023/12/31 03:58:48.068 Info   DetectJoysticks: Detected 6 DI joystick(s)
2023/12/31 03:58:48.072 Info   Joystick #1: RIGHT VPC Stick MT-50CM3
2023/12/31 03:58:48.072 Info   Joystick #2: LEFT VPC Stick MT-50CM3
2023/12/31 03:58:48.072 Info   Joystick #6: Saitek Pro Flight X-56 Rhino Throttle
2023/12/31 03:58:48.072 Info   Joystick #3: LEFT VPC Throttle MT-50CM3
2023/12/31 03:58:48.072 Info   Joystick #4: LEFT VPC Throttle MT-50CM3
2023/12/31 03:58:48.072 Info   Joystick #5: LEFT VPC Throttle MT-50CM3
2023/12/31 03:58:48.072 Info   6 joystick(s) are detected (Joystick.cpp#283)
2023/12/31 03:59:46.938 Error  Failed to obtain the target window handle (Utils\Utils.cpp#350)
2023/12/31 03:59:46.938 Error  Accès refusé.
 (Utils\Utils.cpp#351)
2023/12/31 03:59:47.741 Error  Failed to obtain the target window handle (Utils\Utils.cpp#350)
2023/12/31 03:59:47.741 Error  Accès refusé.
 (Utils\Utils.cpp#351)
2023/12/31 03:59:47.862 Info   Detected a DI joystick: RIGHT VPC Stick MT-50CM3, RIGHT VPC Stick MT-50CM3, 43903344, {5D9FC1D0-C359-11ED-8001-444553540000}
2023/12/31 03:59:47.865 Info   numAxis = 6
2023/12/31 03:59:47.865 Info   numPOVs = 0
2023/12/31 03:59:47.865 Info   numButtons = 32
2023/12/31 03:59:47.865 Info   EnumDeviceObject: Axis offset=0 type=2 name=Axe X
2023/12/31 03:59:47.865 Info   EnumDeviceObject: Axis offset=4 type=102 name=Axe Y
2023/12/31 03:59:47.865 Info   EnumDeviceObject: Axis offset=8 type=402 name=Rotation Y
2023/12/31 03:59:47.865 Info   EnumDeviceObject: Axis offset=12 type=302 name=Rotation X
2023/12/31 03:59:47.865 Info   EnumDeviceObject: Axis offset=16 type=202 name=Curseur
2023/12/31 03:59:47.865 Info   EnumDeviceObject: Axis offset=20 type=602 name=Axe Z
2023/12/31 03:59:47.881 Info   Detected a DI joystick: LEFT VPC Stick MT-50CM3, LEFT VPC Stick MT-50CM3, 838F3344, {61853630-C355-11ED-8001-444553540000}
2023/12/31 03:59:47.884 Info   numAxis = 6
2023/12/31 03:59:47.884 Info   numPOVs = 0
2023/12/31 03:59:47.884 Info   numButtons = 32
2023/12/31 03:59:47.884 Info   EnumDeviceObject: Axis offset=0 type=2 name=Axe X
2023/12/31 03:59:47.884 Info   EnumDeviceObject: Axis offset=4 type=102 name=Axe Y
2023/12/31 03:59:47.884 Info   EnumDeviceObject: Axis offset=8 type=402 name=Rotation Y
2023/12/31 03:59:47.884 Info   EnumDeviceObject: Axis offset=12 type=302 name=Rotation X
2023/12/31 03:59:47.884 Info   EnumDeviceObject: Axis offset=16 type=202 name=Curseur
2023/12/31 03:59:47.884 Info   EnumDeviceObject: Axis offset=20 type=602 name=Axe Z
2023/12/31 03:59:47.892 Info   Detected a DI joystick: Saitek Pro Flight X-56 Rhino Throttle, Saitek Pro Flight X-56 Rhino Throttle, A2210738, {9668D4B0-8C23-11ED-8001-444553540000}
2023/12/31 03:59:47.894 Info   numAxis = 8
2023/12/31 03:59:47.895 Info   numPOVs = 0
2023/12/31 03:59:47.895 Info   numButtons = 36
2023/12/31 03:59:47.895 Info   EnumDeviceObject: Axis offset=0 type=102 name=Axe Y
2023/12/31 03:59:47.895 Info   EnumDeviceObject: Axis offset=4 type=2 name=Axe X
2023/12/31 03:59:47.895 Info   EnumDeviceObject: Axis offset=8 type=202 name=Cadran
2023/12/31 03:59:47.895 Info   EnumDeviceObject: Axis offset=12 type=602 name=Curseur
2023/12/31 03:59:47.895 Info   EnumDeviceObject: Axis offset=16 type=402 name=Rotation Y
2023/12/31 03:59:47.895 Info   EnumDeviceObject: Axis offset=20 type=502 name=Rotation Z
2023/12/31 03:59:47.895 Info   EnumDeviceObject: Axis offset=24 type=302 name=Rotation X
2023/12/31 03:59:47.895 Info   EnumDeviceObject: Axis offset=28 type=702 name=Axe Z
2023/12/31 03:59:48.113 Info   DetectJoysticks: Detected 3 DI joystick(s)
2023/12/31 03:59:48.117 Info   Joystick #1: RIGHT VPC Stick MT-50CM3
2023/12/31 03:59:48.117 Info   Joystick #2: LEFT VPC Stick MT-50CM3
2023/12/31 03:59:48.117 Info   Joystick #6: Saitek Pro Flight X-56 Rhino Throttle
2023/12/31 03:59:48.117 Info   3 joystick(s) are detected (Joystick.cpp#283)
2023/12/31 03:59:53.037 Info   Detected a DI joystick: LEFT VPC Throttle MT-50CM3, LEFT VPC Throttle MT-50CM3, 01973344, {0E2963A0-C498-11ED-8001-444553540000}
2023/12/31 03:59:53.038 Info   numAxis = 0
2023/12/31 03:59:53.038 Info   numPOVs = 0
2023/12/31 03:59:53.038 Info   numButtons = 7
2023/12/31 03:59:53.081 Info   Detected a DI joystick: RIGHT VPC Stick MT-50CM3, RIGHT VPC Stick MT-50CM3, 43903344, {5D9FC1D0-C359-11ED-8001-444553540000}
2023/12/31 03:59:53.083 Info   numAxis = 6
2023/12/31 03:59:53.083 Info   numPOVs = 0
2023/12/31 03:59:53.083 Info   numButtons = 32
2023/12/31 03:59:53.083 Info   EnumDeviceObject: Axis offset=0 type=2 name=Axe X
2023/12/31 03:59:53.083 Info   EnumDeviceObject: Axis offset=4 type=102 name=Axe Y
2023/12/31 03:59:53.083 Info   EnumDeviceObject: Axis offset=8 type=402 name=Rotation Y
2023/12/31 03:59:53.083 Info   EnumDeviceObject: Axis offset=12 type=302 name=Rotation X
2023/12/31 03:59:53.083 Info   EnumDeviceObject: Axis offset=16 type=202 name=Curseur
2023/12/31 03:59:53.084 Info   EnumDeviceObject: Axis offset=20 type=602 name=Axe Z
2023/12/31 03:59:53.100 Info   Detected a DI joystick: LEFT VPC Stick MT-50CM3, LEFT VPC Stick MT-50CM3, 838F3344, {61853630-C355-11ED-8001-444553540000}
2023/12/31 03:59:53.102 Info   numAxis = 6
2023/12/31 03:59:53.102 Info   numPOVs = 0
2023/12/31 03:59:53.102 Info   numButtons = 32
2023/12/31 03:59:53.102 Info   EnumDeviceObject: Axis offset=0 type=2 name=Axe X
2023/12/31 03:59:53.102 Info   EnumDeviceObject: Axis offset=4 type=102 name=Axe Y
2023/12/31 03:59:53.102 Info   EnumDeviceObject: Axis offset=8 type=402 name=Rotation Y
2023/12/31 03:59:53.102 Info   EnumDeviceObject: Axis offset=12 type=302 name=Rotation X
2023/12/31 03:59:53.102 Info   EnumDeviceObject: Axis offset=16 type=202 name=Curseur
2023/12/31 03:59:53.102 Info   EnumDeviceObject: Axis offset=20 type=602 name=Axe Z
2023/12/31 03:59:53.110 Info   Detected a DI joystick: Saitek Pro Flight X-56 Rhino Throttle, Saitek Pro Flight X-56 Rhino Throttle, A2210738, {9668D4B0-8C23-11ED-8001-444553540000}
2023/12/31 03:59:53.114 Info   numAxis = 8
2023/12/31 03:59:53.114 Info   numPOVs = 0
2023/12/31 03:59:53.114 Info   numButtons = 36
2023/12/31 03:59:53.114 Info   EnumDeviceObject: Axis offset=0 type=102 name=Axe Y
